1733109053638,640,HTTP Request,200,OK,Caso4 1-1,text,true,521,131,131,640
1733109053635,969,HTTP Request,200,OK,Caso4 1-20,text,true,521,167,167,969
1733109053637,967,HTTP Request,200,OK,Caso4 1-10,text,true,521,167,167,967
1733109053623,979,HTTP Request,200,OK,Caso4 1-38,text,true,549,167,167,979
1733109053634,986,HTTP Request,200,OK,Caso4 1-17,text,true,535,167,167,986
1733109053631,1043,HTTP Request,200,OK,Caso4 1-55,text,true,521,172,172,1043
1733109053635,1039,HTTP Request,200,OK,Caso4 1-12,text,true,521,172,172,1039
1733109053636,1091,HTTP Request,200,OK,Caso4 1-43,text,true,535,176,176,1090
1733109053639,1152,HTTP Request,200,OK,Caso4 1-57,text,true,521,182,182,1152
1733109053636,1249,HTTP Request,200,OK,Caso4 1-21,text,true,535,191,191,1249
1733109053641,1253,HTTP Request,200,OK,Caso4 1-59,text,true,521,191,191,1253
1733109053620,1349,HTTP Request,200,OK,Caso4 1-62,text,true,535,198,198,1349
1733109053633,1349,HTTP Request,200,OK,Caso4 1-26,text,true,521,199,199,1349
1733109053637,1373,HTTP Request,200,OK,Caso4 1-46,text,true,507,201,201,1373
1733109053633,1461,HTTP Request,200,OK,Caso4 1-35,text,true,549,210,210,1461
1733109053635,1461,HTTP Request,200,OK,Caso4 1-18,text,true,521,209,209,1461
1733109053628,1471,HTTP Request,200,OK,Caso4 1-36,text,true,507,209,209,1471
1733109053630,1477,HTTP Request,200,OK,Caso4 1-31,text,true,507,208,208,1477
1733109053635,1494,HTTP Request,200,OK,Caso4 1-41,text,true,507,208,208,1494
1733109053636,1500,HTTP Request,200,OK,Caso4 1-44,text,true,507,210,210,1500
1733109053635,1538,HTTP Request,200,OK,Caso4 1-11,text,true,549,213,213,1538
1733109053634,1646,HTTP Request,200,OK,Caso4 1-22,text,true,549,224,224,1646
1733109053638,1685,HTTP Request,200,OK,Caso4 1-52,text,true,535,228,228,1685
1733109053632,1712,HTTP Request,200,OK,Caso4 1-29,text,true,549,229,229,1712
1733109053634,1889,HTTP Request,200,OK,Caso4 1-15,text,true,535,247,247,1889
1733109053706,1821,HTTP Request,200,OK,Caso4 1-71,text,true,507,246,246,1821
1733109053633,1900,HTTP Request,200,OK,Caso4 1-24,text,true,521,246,246,1900
1733109053638,1900,HTTP Request,200,OK,Caso4 1-2,text,true,507,246,246,1900
1733109053767,1771,HTTP Request,200,OK,Caso4 1-76,text,true,549,246,246,1771
1733109053635,1904,HTTP Request,200,OK,Caso4 1-19,text,true,549,245,245,1904
1733109053642,1922,HTTP Request,200,OK,Caso4 1-61,text,true,521,246,246,1922
1733109053631,1934,HTTP Request,200,OK,Caso4 1-30,text,true,521,245,245,1934
1733109053638,1973,HTTP Request,200,OK,Caso4 1-5,text,true,521,249,249,1973
1733109053682,1930,HTTP Request,200,OK,Caso4 1-69,text,true,521,248,248,1930
1733109053637,2045,HTTP Request,200,OK,Caso4 1-45,text,true,549,255,255,2045
1733109053665,2019,HTTP Request,200,OK,Caso4 1-67,text,true,535,254,254,2019
1733109053635,2163,HTTP Request,200,OK,Caso4 1-40,text,true,507,266,266,2163
1733109053632,2168,HTTP Request,200,OK,Caso4 1-28,text,true,507,265,265,2168
1733109053635,2168,HTTP Request,200,OK,Caso4 1-33,text,true,521,264,264,2168
1733109054212,1609,HTTP Request,200,OK,Caso4 1-124,text,true,507,265,265,1609
1733109054114,1711,HTTP Request,200,OK,Caso4 1-113,text,true,521,265,265,1711
1733109053627,2202,HTTP Request,200,OK,Caso4 1-37,text,true,535,264,264,2202
1733109053697,2137,HTTP Request,200,OK,Caso4 1-70,text,true,507,264,264,2137
1733109054166,1763,HTTP Request,200,OK,Caso4 1-119,text,true,507,273,273,1763
1733109053754,2210,HTTP Request,200,OK,Caso4 1-75,text,true,507,276,276,2210
1733109053744,2221,HTTP Request,200,OK,Caso4 1-74,text,true,521,275,275,2221
1733109053633,2415,HTTP Request,200,OK,Caso4 1-27,text,true,535,284,284,2415
1733109053620,2452,HTTP Request,200,OK,Caso4 1-48,text,true,549,286,286,2452
1733109053636,2437,HTTP Request,200,OK,Caso4 1-42,text,true,521,285,285,2437
1733109053640,2435,HTTP Request,200,OK,Caso4 1-60,text,true,549,284,284,2435
1733109053717,2360,HTTP Request,200,OK,Caso4 1-72,text,true,521,283,283,2360
1733109053634,2444,HTTP Request,200,OK,Caso4 1-13,text,true,549,282,282,2444
1733109053637,2446,HTTP Request,200,OK,Caso4 1-8,text,true,549,282,282,2446
1733109053639,2444,HTTP Request,200,OK,Caso4 1-7,text,true,549,281,281,2444
1733109053634,2457,HTTP Request,200,OK,Caso4 1-14,text,true,535,281,281,2457
1733109053633,2459,HTTP Request,200,OK,Caso4 1-23,text,true,549,280,280,2459
1733109053630,2462,HTTP Request,200,OK,Caso4 1-34,text,true,521,279,279,2462
1733109053657,2435,HTTP Request,200,OK,Caso4 1-66,text,true,507,278,278,2435
1733109053880,2213,HTTP Request,200,OK,Caso4 1-86,text,true,507,277,277,2213
1733109053634,2460,HTTP Request,200,OK,Caso4 1-56,text,true,549,276,276,2460
1733109054070,2035,HTTP Request,200,OK,Caso4 1-108,text,true,549,276,276,2035
1733109053632,2485,HTTP Request,200,OK,Caso4 1-25,text,true,549,277,277,2485
1733109053914,2203,HTTP Request,200,OK,Caso4 1-90,text,true,521,277,277,2203
1733109053779,2339,HTTP Request,200,OK,Caso4 1-77,text,true,549,275,275,2339
1733109053622,2545,HTTP Request,200,OK,Caso4 1-51,text,true,549,279,279,2545
1733109053631,2596,HTTP Request,200,OK,Caso4 1-58,text,true,549,285,285,2596
1733109053888,2424,HTTP Request,200,OK,Caso4 1-87,text,true,549,294,294,2424
