1733113012422,208,HTTP Request,200,OK,Caso4 1-7,text,true,507,48,48,204
1733113012494,135,HTTP Request,200,OK,Caso4 1-39,text,true,507,48,48,135
1733113012422,204,HTTP Request,200,OK,Caso4 1-11,text,true,507,48,48,204
1733113012422,252,HTTP Request,200,OK,Caso4 1-33,text,true,521,48,48,252
1733113012422,270,HTTP Request,200,OK,Caso4 1-24,text,true,521,48,48,269
1733113012421,336,HTTP Request,200,OK,Caso4 1-17,text,true,521,52,52,335
1733113012422,372,HTTP Request,200,OK,Caso4 1-8,text,true,507,54,54,372
1733113012421,373,HTTP Request,200,OK,Caso4 1-30,text,true,507,53,53,372
1733113012422,385,HTTP Request,200,OK,Caso4 1-14,text,true,535,53,53,385
1733113012421,388,HTTP Request,200,OK,Caso4 1-21,text,true,507,52,52,388
1733113012421,390,HTTP Request,200,OK,Caso4 1-25,text,true,535,51,51,390
1733113012421,390,HTTP Request,200,OK,Caso4 1-18,text,true,507,51,51,390
1733113012421,391,HTTP Request,200,OK,Caso4 1-16,text,true,521,49,49,391
1733113012421,391,HTTP Request,200,OK,Caso4 1-3,text,true,507,49,49,391
1733113012481,345,HTTP Request,200,OK,Caso4 1-38,text,true,507,48,48,345
1733113012421,407,HTTP Request,200,OK,Caso4 1-10,text,true,507,47,47,407
1733113012454,375,HTTP Request,200,OK,Caso4 1-36,text,true,507,46,46,375
1733113012467,363,HTTP Request,200,OK,Caso4 1-37,text,true,535,45,45,363
1733113012421,413,HTTP Request,200,OK,Caso4 1-15,text,true,507,44,44,413
1733113012446,389,HTTP Request,200,OK,Caso4 1-35,text,true,549,44,44,389
1733113012435,411,HTTP Request,200,OK,Caso4 1-34,text,true,535,44,44,411
1733113012421,426,HTTP Request,200,OK,Caso4 1-26,text,true,521,43,43,426
1733113012421,426,HTTP Request,200,OK,Caso4 1-2,text,true,521,43,43,426
1733113012421,426,HTTP Request,200,OK,Caso4 1-27,text,true,535,42,42,426
1733113012421,429,HTTP Request,200,OK,Caso4 1-22,text,true,535,40,40,429
1733113012421,429,HTTP Request,200,OK,Caso4 1-29,text,true,549,39,39,429
1733113012421,430,HTTP Request,200,OK,Caso4 1-23,text,true,507,38,38,430
1733113012420,431,HTTP Request,200,OK,Caso4 1-31,text,true,549,38,38,431
