MarcaTiempo,TiempoRespuesta,TipoSolicitud,CodigoHTTP,MensajeRespuesta,CasoPrueba,TipoContenido,Exito,Bytes,Hilos,Muestras,Latencia
1733108981179,1457,HTTP Request,200,OK,Caso4 1-41,text,true,521,113,113,1457
1733108981804,832,HTTP Request,200,OK,Caso4 1-89,text,true,521,113,113,832
1733108981110,1539,HTTP Request,200,OK,Caso4 1-10,text,true,507,113,113,1539
1733108981154,1497,HTTP Request,200,OK,Caso4 1-39,text,true,507,112,112,1496
1733108981110,1542,HTTP Request,200,OK,Caso4 1-7,text,true,507,111,111,1542
1733108981303,1349,HTTP Request,200,OK,Caso4 1-50,text,true,521,110,110,1349
1733108981144,1521,HTTP Request,200,OK,Caso4 1-38,text,true,521,110,110,1521
1733108981710,957,HTTP Request,200,OK,Caso4 1-82,text,true,521,109,109,957
1733108981105,1569,HTTP Request,200,OK,Caso4 1-17,text,true,521,109,109,1569
1733108981596,1132,HTTP Request,200,OK,Caso4 1-74,text,true,507,112,112,1132
1733108981521,1304,HTTP Request,200,OK,Caso4 1-68,text,true,521,118,118,1304
1733108981370,1547,HTTP Request,200,OK,Caso4 1-56,text,true,507,125,125,1547
1733108981546,1392,HTTP Request,200,OK,Caso4 1-70,text,true,535,125,125,1392
1733108981199,1761,HTTP Request,200,OK,Caso4 1-42,text,true,521,126,126,1761
1733108981503,1466,HTTP Request,200,OK,Caso4 1-66,text,true,521,126,126,1466
1733108981395,1590,HTTP Request,200,OK,Caso4 1-58,text,true,521,126,126,1590
1733108981458,1527,HTTP Request,200,OK,Caso4 1-63,text,true,507,126,126,1527
1733108981570,1416,HTTP Request,200,OK,Caso4 1-72,text,true,521,125,125,1416
1733108981790,1197,HTTP Request,200,OK,Caso4 1-88,text,true,549,124,124,1196
1733108981270,1722,HTTP Request,200,OK,Caso4 1-48,text,true,507,123,123,1722
1733108981509,1491,HTTP Request,200,OK,Caso4 1-67,text,true,535,122,122,1491
1733108981866,1219,HTTP Request,200,OK,Caso4 1-93,text,true,535,128,128,1219
1733108981541,1544,HTTP Request,200,OK,Caso4 1-69,text,true,535,127,127,1544
1733108981879,1231,HTTP Request,200,OK,Caso4 1-94,text,true,549,128,128,1231
1733108981558,1562,HTTP Request,200,OK,Caso4 1-71,text,true,507,128,128,1562
1733108981420,1702,HTTP Request,200,OK,Caso4 1-60,text,true,549,127,127,1702
1733108981245,1881,HTTP Request,200,OK,Caso4 1-46,text,true,535,126,126,1881
1733108981416,1722,HTTP Request,200,OK,Caso4 1-59,text,true,521,126,126,1722
1733108981697,1444,HTTP Request,200,OK,Caso4 1-81,text,true,507,125,125,1444
1733108981308,1839,HTTP Request,200,OK,Caso4 1-51,text,true,549,125,125,1838
1733108981353,1861,HTTP Request,200,OK,Caso4 1-54,text,true,507,129,129,1861
1733108981723,1578,HTTP Request,200,OK,Caso4 1-83,text,true,549,133,133,1578
1733108981208,2098,HTTP Request,200,OK,Caso4 1-43,text,true,535,132,132,2098
1733108982891,415,HTTP Request,200,OK,Caso4 1-172,text,true,507,131,131,415
1733108981891,1487,HTTP Request,200,OK,Caso4 1-95,text,true,521,136,136,1487
1733108981328,2052,HTTP Request,200,OK,Caso4 1-52,text,true,535,135,135,2052
1733108981111,2270,HTTP Request,200,OK,Caso4 1-27,text,true,507,134,134,2270
1733108981110,2273,HTTP Request,200,OK,Caso4 1-3,text,true,549,134,134,2273
1733108981931,1521,HTTP Request,200,OK,Caso4 1-98,text,true,507,138,138,1521
1733108981835,1642,HTTP Request,200,OK,Caso4 1-91,text,true,521,139,139,1642
1733108981445,2038,HTTP Request,200,OK,Caso4 1-62,text,true,521,138,138,2037
1733108981434,2087,HTTP Request,200,OK,Caso4 1-61,text,true,535,140,140,2087
1733108981917,1625,HTTP Request,200,OK,Caso4 1-97,text,true,507,141,141,1625
1733108981220,2324,HTTP Request,200,OK,Caso4 1-44,text,true,521,140,140,2324
1733108981849,1778,HTTP Request,200,OK,Caso4 1-92,text,true,507,145,145,1778
1733108982098,1534,HTTP Request,200,OK,Caso4 1-111,text,true,507,145,145,1534
1733108981366,2266,HTTP Request,200,OK,Caso4 1-55,text,true,507,145,145,2266
1733108982046,1588,HTTP Request,200,OK,Caso4 1-107,text,true,507,143,143,1588
1733108981671,1964,HTTP Request,200,OK,Caso4 1-79,text,true,507,142,142,1964
1733108981778,1858,HTTP Request,200,OK,Caso4 1-87,text,true,521,141,141,1858
1733108981383,2262,HTTP Request,200,OK,Caso4 1-57,text,true,521,141,141,2262
1733108981583,2062,HTTP Request,200,OK,Caso4 1-73,text,true,549,140,140,2062
1733108982188,1459,HTTP Request,200,OK,Caso4 1-118,text,true,507,139,139,1459
1733108981825,1823,HTTP Request,200,OK,Caso4 1-90,text,true,549,138,138,1823
1733108981658,1990,HTTP Request,200,OK,Caso4 1-78,text,true,507,137,137,1990
1733108981633,2095,HTTP Request,200,OK,Caso4 1-76,text,true,549,142,142,2095
1733108981749,1981,HTTP Request,200,OK,Caso4 1-85,text,true,549,142,142,1981
1733108982777,974,HTTP Request,200,OK,Caso4 1-163,text,true,521,142,142,974
1733108982337,1429,HTTP Request,200,OK,Caso4 1-129,text,true,521,142,142,1429
1733108981609,2162,HTTP Request,200,OK,Caso4 1-75,text,true,535,142,142,2162
1733108981684,2088,HTTP Request,200,OK,Caso4 1-80,text,true,507,141,141,2088
1733108981765,2029,HTTP Request,200,OK,Caso4 1-86,text,true,521,141,141,2029
1733108982111,1840,HTTP Request,200,OK,Caso4 1-112,text,true,521,152,152,1840
1733108981736,2248,HTTP Request,200,OK,Caso4 1-84,text,true,549,154,154,2248
1733108982201,1795,HTTP Request,200,OK,Caso4 1-119,text,true,521,153,153,1795
1733108981470,2589,HTTP Request,200,OK,Caso4 1-64,text,true,549,155,155,2589
1733108981646,2414,HTTP Request,200,OK,Caso4 1-77,text,true,549,154,154,2414
1733108982827,1347,HTTP Request,200,OK,Caso4 1-167,text,true,507,163,163,1347
1733108982240,1964,HTTP Request,200,OK,Caso4 1-122,text,true,521,164,164,1964
1733108982324,1882,HTTP Request,200,OK,Caso4 1-128,text,true,521,163,163,1882
1733108982177,2030,HTTP Request,200,OK,Caso4 1-117,text,true,521,162,162,2030
1733108982266,1947,HTTP Request,200,OK,Caso4 1-124,text,true,521,162,162,1947
1733108983005,1209,HTTP Request,200,OK,Caso4 1-181,text,true,535,161,161,1209
1733108982431,2033,HTTP Request,200,OK,Caso4 1-136,text,true,507,179,179,2033
1733108982482,1983,HTTP Request,200,OK,Caso4 1-140,text,true,521,179,179,1983
1733108982136,2330,HTTP Request,200,OK,Caso4 1-114,text,true,507,178,178,2330
1733108982085,2410,HTTP Request,200,OK,Caso4 1-110,text,true,521,179,179,2410
1733108981970,2526,HTTP Request,200,OK,Caso4 1-101,text,true,507,178,178,2526
1733108982008,2489,HTTP Request,200,OK,Caso4 1-104,text,true,507,177,177,2489
1733108982072,2426,HTTP Request,200,OK,Caso4 1-109,text,true,507,176,176,2426
1733108982966,1579,HTTP Request,200,OK,Caso4 1-178,text,true,507,179,179,1579
1733108982254,2293,HTTP Request,200,OK,Caso4 1-123,text,true,535,178,178,2293
1733108982021,2529,HTTP Request,200,OK,Caso4 1-105,text,true,521,177,177,2529
1733108982124,2427,HTTP Request,200,OK,Caso4 1-113,text,true,521,176,176,2427
1733108982033,2531,HTTP Request,200,OK,Caso4 1-106,text,true,521,176,176,2531
1733108982213,2351,HTTP Request,200,OK,Caso4 1-120,text,true,521,176,176,2351
1733108982661,1970,HTTP Request,200,OK,Caso4 1-154,text,true,507,180,180,1970
1733108982507,2126,HTTP Request,200,OK,Caso4 1-142,text,true,507,179,179,2126
1733108982533,2107,HTTP Request,200,OK,Caso4 1-144,text,true,507,178,178,2107
1733108982637,2080,HTTP Request,200,OK,Caso4 1-152,text,true,521,183,183,2080
1733108982623,2101,HTTP Request,200,OK,Caso4 1-151,text,true,549,183,183,2101
1733108982851,1877,HTTP Request,200,OK,Caso4 1-169,text,true,549,182,182,1877
1733108982904,1847,HTTP Request,200,OK,Caso4 1-173,text,true,549,183,183,1847
1733108982294,2458,HTTP Request,200,OK,Caso4 1-126,text,true,549,182,182,2458
1733108982150,2603,HTTP Request,200,OK,Caso4 1-115,text,true,521,182,182,2603
1733108982879,1894,HTTP Request,200,OK,Caso4 1-171,text,true,507,181,181,1894
1733108981982,2807,HTTP Request,200,OK,Caso4 1-102,text,true,535,182,182,2807
1733108982375,2556,HTTP Request,200,OK,Caso4 1-132,text,true,507,192,192,2556
1733108981904,3127,HTTP Request,200,OK,Caso4 1-96,text,true,521,199,199,3127
1733108981949,3105,HTTP Request,200,OK,Caso4 1-99,text,true,507,200,200,3105
1733108982393,2666,HTTP Request,200,OK,Caso4 1-133,text,true,535,199,199,2666
1733108981956,3119,HTTP Request,200,OK,Caso4 1-100,text,true,521,199,199,3119
